Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Use production,Supplier,Purchase cost,Available for sale [JERGUN CRAFT],Price [JERGUN CRAFT],In stock [JERGUN CRAFT],Low stock [JERGUN CRAFT],Optimal stock [JERGUN CRAFT]
,,,,,,,,,,,,,,10587,1.000,,,,,,,,,
,,,,,,,,,,,,,,10602,1.000,,,,,,,,,
,,,,,,,,,,,,,,10807,1.000,,,,,,,,,
,,,,,,,,,,,,,,10378,1.000,,,,,,,,,
,,,,,,,,,,,,,,10386,1.000,,,,,,,,,
กระเช้า1499,10697,กระเช้า1499,กระเช้าของขวัญ,,N,,,,,,,,JC10697,10007,1.000,N,N,,,Y,1499.00,,,
,,,,,,,,,,,,,,10171,1.000,,,,,,,,,
,,,,,,,,,,,,,,10284,1.000,,,,,,,,,
,,,,,,,,,,,,,,10421,1.000,,,,,,,,,
,,,,,,,,,,,,,,10424,1.000,,,,,,,,,
,,,,,,,,,,,,,,10477,1.000,,,,,,,,,
,,,,,,,,,,,,,,10478,1.000,,,,,,,,,
,,,,,,,,,,,,,,10489,1.000,,,,,,,,,
,,,,,,,,,,,,,,10527,1.000,,,,,,,,,
,,,,,,,,,,,,,,10231,1.000,,,,,,,,,
,,,,,,,,,,,,,,10695,1.000,,,,,,,,,
กระเช้า1999,10741,กระเช้า1999,กระเช้าของขวัญ,,N,,,,,,,,JC10741,10005,1.000,N,N,,,Y,1999.00,,,
,,,,,,,,,,,,,,10007,2.000,,,,,,,,,
,,,,,,,,,,,,,,10171,1.000,,,,,,,,,
,,,,,,,,,,,,,,10284,1.000,,,,,,,,,
,,,,,,,,,,,,,,10424,1.000,,,,,,,,,
,,,,,,,,,,,,,,10474,1.000,,,,,,,,,
,,,,,,,,,,,,,,10475,1.000,,,,,,,,,
,,,,,,,,,,,,,,10476,1.000,,,,,,,,,
,,,,,,,,,,,,,,10477,1.000,,,,,,,,,
,,,,,,,,,,,,,,10478,1.000,,,,,,,,,
,,,,,,,,,,,,,,10588,1.000,,,,,,,,,
,,,,,,,,,,,,,,10231,1.000,,,,,,,,,
,,,,,,,,,,,,,,10695,2.000,,,,,,,,,
กระเช้าของขวัญ-18-นิ้ว,10754,กระเช้าของขวัญ 18 นิ้ว,กระเช้าของขวัญ,,N,,,,,,,0.00,JC10754,,,Y,,something Good Udon,0.00,Y,300.00,0.000,0.000,2.000
กระเช้าของขวัญ-kcl-2026-(กลาง),10752,กระเช้าของขวัญ KCL 2026 (กลาง),กระเช้าของขวัญ,,N,,,,,,,,,10112,1.000,N,N,,,Y,1800.00,,,
,,,,,,,,,,,,,,10293,1.000,,,,,,,,,
,,,,,,,,,,,,,,10475,1.000,,,,,,,,,
,,,,,,,,,,,,,,10588,1.000,,,,,,,,,
,,,,,,,,,,,,,,10217,1.000,,,,,,,,,
,,,,,,,,,,,,,,10378,1.000,,,,,,,,,
,,,,,,,,,,,,,,10231,1.000,,,,,,,,,
,,,,,,,,,,,,,,10868,1.000,,,,,,,,,
,,,,,,,,,,,,,,10226,1.000,,,,,,,,,
กระเช้าของขวัญ-kcl-2026-(เล็ก),10699,กระเช้าของขวัญ KCL 2026 (เล็ก),กระเช้าของขวัญ,,N,,,,,,,,,10170,1.000,N,N,,,Y,1200.00,,,
,,,,,,,,,,,,,,10421,1.000,,,,,,,,,
,,,,,,,,,,,,,,10527,1.000,,,,,,,,,
,,,,,,,,,,,,,,10378,1.000,,,,,,,,,
,,,,,,,,,,,,,,10231,1.000,,,,,,,,,
,,,,,,,,,,,,,,10695,1.000,,,,,,,,,
,,,,,,,,,,,,,,10201,1.000,,,,,,,,,
,,,,,,,,,,,,,,10209,1.000,,,,,,,,,
กระเช้าของขวัญ-kcl-2026-(ใหญ่),10841,กระเช้าของขวัญ KCL 2026 (ใหญ่),กระเช้าของขวัญ,,N,,,,,,,,,10106,1.000,N,N,,,Y,2700.00,,,
,,,,,,,,,,,,,,10818,1.000,,,,,,,,,
,,,,,,,,,,,,,,10374,1.000,,,,,,,,,
,,,,,,,,,,,,,,10378,1.000,,,,,,,,,
,,,,,,,,,,,,,,10865,1.000,,,,,,,,,
,,,,,,,,,,,,,,10231,1.000,,,,,,,,,
,,,,,,,,,,,,,,10271,1.000,,,,,,,,,
,,,,,,,,,,,,,,10870,1.000,,,,,,,,,
,,,,,,,,,,,,,,10482,1.000,,,,,,,,,
กระเช้าทรงกลม12นิ้ว,10654,กระเช้าทรงกลม12นิ้ว (กลม004),กระเช้าของขวัญ,,N,,,,,,,157.91,JC10654,,,Y,,"The bamboo art co.,Ltd.",157.91,Y,220.00,18.000,10.000,20.000
กระเช้าทรงรีขนาด-10-นิ้ว,10420,กระเช้าทรงรีขนาด 10 นิ้ว (รี003),กระเช้าของขวัญ,,N,,,,,,,147.50,JC10420,,,Y,,"The bamboo art co.,Ltd.",147.50,Y,200.00,3.000,6.000,12.000
กระเช้าทรงรีขนาด-12-นิ้ว,10421,กระเช้าทรงรีขนาด 12 นิ้ว (รี003),กระเช้าของขวัญ,,N,,,,,,,155.72,JC10421,,,Y,,"The bamboo art co.,Ltd.",155.72,Y,220.00,5.000,6.000,12.000
กระเช้าทรงรีขนาด-14-นิ้ว,10587,กระเช้าทรงรีขนาด 14 นิ้ว (รี003),กระเช้าของขวัญ,,N,,,,,,,119.00,JC10587,,,Y,,"The bamboo art co.,Ltd.",119.00,Y,240.00,0.000,4.000,8.000
กระเช้าทรงรีขนาด-16-นิ้ว,10588,กระเช้าทรงรีขนาด 16 นิ้ว (รี003),กระเช้าของขวัญ,,N,,,,,,,226.98,JC10588,,,Y,,"The bamboo art co.,Ltd.",226.98,Y,260.00,24.000,4.000,8.000
กระเช้าทรงเหลี่ยม-14-นิ้ว,10234,กระเช้าทรงเหลี่ยม 14 นิ้ว,กระเช้าของขวัญ,,N,,,,,,,154.00,JC10234,,,Y,,"The bamboo art co.,Ltd.",154.00,Y,240.00,0.000,12.000,25.000
กระเช้าทรงเหลี่ยม-16-นิ้ว,10271,กระเช้าทรงเหลี่ยม 16 นิ้ว,กระเช้าของขวัญ,,N,,,,,,,194.09,JC10271,,,Y,,"The bamboo art co.,Ltd.",194.09,Y,260.00,0.000,3.000,6.000
กระเช้าทรงเหลี่ยม-18-นิ้ว,10239,กระเช้าทรงเหลี่ยม 18 นิ้ว,กระเช้าของขวัญ,,N,,,,,,,283.33,,,,Y,,something Good Udon,283.33,Y,300.00,1.000,1.000,3.000
กระเช้าทรงรี-20-นิ้ว,10466,กระเช้าทรงเหลี่ยม 20 นิ้ว,กระเช้าของขวัญ,,N,,,,,,,204.00,JC10466,,,Y,,Shopee,204.00,Y,340.00,2.000,2.000,2.000
กระเช้าเล็ก-2026,10965,กระเช้าเล็ก SET A,กระเช้าของขวัญ,,N,,,,,,,,,10170,1.000,N,N,,,Y,868.00,,,
,,,,,,,,,,,,,,10421,1.000,,,,,,,,,
,,,,,,,,,,,,,,10160,1.000,,,,,,,,,
,,,,,,,,,,,,,,10475,1.000,,,,,,,,,
,,,,,,,,,,,,,,10230,1.000,,,,,,,,,
,,,,,,,,,,,,,,10811,1.000,,,,,,,,,
,,,,,,,,,,,,,,10559,1.000,,,,,,,,,
,,,,,,,,,,,,,,10231,1.000,,,,,,,,,
กระเช้าใหญ่-2026,10964,กระเช้าใหญ่ SET B,กระเช้าของขวัญ,,N,,,,,,,,,10170,1.000,N,N,,,Y,1217.00,,,
,,,,,,,,,,,,,,10160,1.000,,,,,,,,,
,,,,,,,,,,,,,,10475,1.000,,,,,,,,,
,,,,,,,,,,,,,,10230,1.000,,,,,,,,,
,,,,,,,,,,,,,,10365,1.000,,,,,,,,,
,,,,,,,,,,,,,,10378,1.000,,,,,,,,,
,,,,,,,,,,,,,,10231,1.000,,,,,,,,,
,,,,,,,,,,,,,,10234,1.000,,,,,,,,,
,,,,,,,,,,,,,,10756,1.000,,,,,,,,,
กระเทียมโทนดองเล็ก,10828,กระเทียมโทนดองน้ำผึ้งเจอกัน 250 กรัม (เล็ก),ของแห้งและเครื่องปรุง,,N,,,,,,,32.00,JC10828,,,Y,,แม่ไพริน,32.00,Y,40.00,3.000,25.000,50.000
กระเทียมโทนดองน้ำผึ้ง-กลาง---แม่ไพริน,10829,กระเทียมโทนดองน้ำผึ้งเจอกัน 400 กรัม (กลาง),ของแห้งและเครื่องปรุง,,N,,,,,,,75.00,JC10829,,,Y,,แม่ไพริน,75.00,Y,90.00,53.000,25.000,50.000
กระเทียมโทนดองน้ำผึ้ง-ใหญ่-เจอกัน,10185,กระเทียมโทนดองน้ำผึ้งเจอกัน 780 กรัม (ใหญ่),ของแห้งและเครื่องปรุง,,N,,,,,,,95.00,JC10185,,,Y,,แม่ไพริน,95.00,Y,120.00,23.000,5.000,10.000
กระเป๋ากันน้ำ,11018,กระเป๋ากันน้ำ,สงกรานต์,,N,,,,,,,20.00,JC11018,,,Y,,Shopee,20.00,Y,35.00,10.000,10.000,20.000
กระเป๋าช็อปปิ้ง-เจอกัน,10705,กระเป๋าช็อปปิ้ง เจอกัน,ของที่ระลึก,,N,,,,,,,35.70,JC10705,,,Y,,AJ wedding,35.70,Y,79.00,2.000,6.000,6.000
กระเป๋าผ้าป่านเวียดนาม-14-นิ้ว,10831,กระเป๋าผ้าป่านเวียดนาม 14 นิ้ว,ของที่ระลึก,,N,,,,,,,50.00,JC10831,,,Y,,เจ๊หงส์ของฝากเวียดนาม,50.00,Y,140.00,0.000,5.000,10.000
กระเป๋าผ้าป่านเวียดนาม-16-นิ้ว,10805,กระเป๋าผ้าป่านเวียดนาม 16 นิ้ว,ของที่ระลึก,,N,,,,,,,82.50,JC10805,,,Y,,เจ๊หงส์ของฝากเวียดนาม,82.50,Y,169.00,0.000,10.000,20.000
กระเป๋าผ้ามันเวียดนาม,10849,กระเป๋าผ้ามันเวียดนาม 15 นิ้ว,ของที่ระลึก,,N,,,,,,,41.00,JC10849,,,Y,,เจ๊หงส์ของฝากเวียดนาม,41.00,Y,120.00,0.000,5.000,10.000
กระเป๋าผ้าแต่งลายผ้ามุก,10386,กระเป๋าผ้าแต่งลายผ้ามุก,ของที่ระลึก,,N,,,,,,,40.00,JC10386,,,Y,,บ้านพิมาน,40.00,Y,79.00,14.000,10.000,20.000
กระโปรงผ้าสาลู-(ลายช้าง),10177,กระโปรงผ้าสาลู (ลายช้าง),ผลิตภัณฑ์ท้องถิ่นนครพนม,,N,,,,,,,388.00,JC10177,,,Y,,พี่ตุ๊กผ้าสาลู,388.00,Y,590.00,0.000,1.000,1.000
กรีนแอปเปิ้ลซีโร่,10445,กรีนแอปเปิ้ลซีโร่ 265 ml (โซดาคราฟท์),โซดาคราฟท์,,N,,,,,,,36.71,JC10445,,,Y,,คลาสทาวน์,36.71,Y,50.00,8.000,2.000,4.000
กล้วยกวน,10063,กล้วยกวน 150 g,ขนมขบเคี้ยวและของหวาน,,N,,,,,,,15.84,JC10063,,,Y,,อัยย์อุ่นผล ไม้อบแห้ง,15.84,Y,35.00,0.000,12.000,24.000
กล้วยอบกรอบ100g,10039,กล้วยอบกรอบ100g TE HUNG,ขนมขบเคี้ยวและของหวาน,,N,,,,,,,21.70,8936002400703,,,Y,,เสงี่ยม มุกดาหาร,22.09,Y,35.00,117.000,24.000,48.000
ก๋วยจั๊บญวน-เจอกันนครพนม-(ชุด-5-ห่อ),10491,ก๋วยจั๊บญวน เจอกันนครพนม (ชุด 5 ห่อ),ของแห้งและเครื่องปรุง,,N,,,,,,,,JC10491,10160,5.000,N,N,,,Y,150.00,,,
ก๋วยจั๊บญวน-เจอกันนครพนม125g,10160,ก๋วยจั๊บญวน เจอกันนครพนม125g,ของแห้งและเครื่องปรุง,,N,,,,,,,19.00,JC10160,,,Y,,ร้าน 99,19.65,Y,30.00,76.000,150.000,100.000
กวางรุ้งยาหม่องเวียดนาม,10034,กวางรุ้งยาหม่องเวียดนาม Troung Son 10 ml,ความงามและของใช้ส่วนตัว,,N,,,,,,,35.63,8938505132075,,,Y,,เสงี่ยม มุกดาหาร,35.63,Y,50.00,63.000,36.000,72.000
กางเกงสาลู-(ลายทาง),10522,กางเกงสาลู (ลายทาง),ผลิตภัณฑ์ท้องถิ่นนครพนม,,N,,,,,,,428.00,JC10522,,,Y,,พี่ตุ๊กผ้าสาลู,428.00,Y,650.00,0.000,1.000,1.000
ตุ๊กตากาละแม-ชะลอม,10329,กาละแม เจอกันนครพนม (ชะลอม),ขนมขบเคี้ยวและของหวาน,,N,,,,,,,77.82,JC10329,,,Y,,ตุ๊กตา กาละแม,77.82,Y,120.00,0.000,5.000,10.000
ตุ๊กตากาละแม-กลาง,10559,กาละแม เจอกันนครพนม (เล็ก),ขนมขบเคี้ยวและของหวาน,,N,,,,,,,34.49,JC10559,,,Y,,ตุ๊กตา กาละแม,34.49,Y,50.00,0.000,5.000,10.000
ตุ๊กตากาละแม-ใหญ่,10365,กาละแม เจอกันนครพนม (ใหญ่),ขนมขบเคี้ยวและของหวาน,,N,,,,,,,69.25,JC10365,,,Y,,ตุ๊กตา กาละแม,69.25,Y,100.00,0.000,5.000,8.000
กาแฟ-3in1-g7,10007,กาแฟ 3in1 G7 1กล่อง 21ซอง 336 g,กาแฟ,,N,,,,,,,92.34,8935024123287,,,Y,,แคน เซรามิก,92.34,Y,109.00,17.000,24.000,48.000
g7-black-instant-coffee-30g,10477,กาแฟ G7 Black instant coffee 30g,กาแฟ,,N,,,,,,,47.08,8935024140147,,,Y,,บริษัท พิริยพูล อินเตอร์เนชั่นแนล จำกัด,47.08,Y,59.00,0.000,12.000,24.000
กาแฟ-wake-up,10424,กาแฟ Wake-up 306 g,กาแฟ,,N,,,,,,,86.90,8934683007037,,,Y,,แคน เซรามิก,86.90,Y,120.00,12.000,12.000,24.000
คิงคอฟฟี่,10284,กาแฟ คิงคอฟฟี่ แบบกล่อง 37.5 g,กาแฟ,,N,,,,,,,76.76,8935259090521,,,Y,,แคน เซรามิก,76.76,Y,109.00,43.000,24.000,48.000
กาแฟขี้ชะมดห่อน้ำตาล500g,10338,กาแฟขี้ชะมดห่อน้ำตาล500g,กาแฟ,,N,,,,,,,82.68,JC10338,,,Y,,แคน เซรามิก,81.53,Y,120.00,25.000,12.000,40.000
กาแฟขี้ชะมดห่อเทา500g,10339,กาแฟขี้ชะมดห่อเทา500g,กาแฟ,,N,,,,,,,81.36,JC10339,,,Y,,แคน เซรามิก,81.36,Y,120.00,37.000,12.000,24.000
กาแฟขี้ชะมดห่อเหลือง500g,10337,กาแฟขี้ชะมดห่อเหลือง500g,กาแฟ,,N,,,,,,,112.18,8936113260012,,,Y,,แคน เซรามิก,112.18,Y,135.00,44.000,12.000,24.000
กาแฟขี้ชะมดเวียดนาม-500g-chon-cafe,10005,กาแฟขี้ชะมดเวียดนาม (Chon Cafe ห่อดำ) 500g,กาแฟ,,N,,,,,,,83.19,8938501807205,,,Y,,แคน เซรามิก,83.19,Y,120.00,42.000,24.000,60.000
กาแฟแคปซูล-caphemuoihce,10695,กาแฟแคปซูล (Instant Hue Salt Coffee ) 120g,กาแฟ,,N,,,,,,,110.43,8938527629188,,,Y,,แคน เซรามิก,110.43,Y,149.00,19.000,20.000,40.000
กีวี่,10059,กีวี่ 150 g,ขนมขบเคี้ยวและของหวาน,,N,,,,,,,28.64,JC10059,,,Y,,ร้านบ้านไอ,28.64,Y,35.00,0.000,12.000,12.000
กุนเชียงปลาเจอกันเกรดa(สูญญากาศ)-500g,10932,กุนเชียงปลาเจอกันเกรดA(สูญญากาศ) 500g,ของแห้งและเครื่องปรุง,,N,,,,,,,111.28,JC10932,,,Y,,กุนเชียงหงส์หยก,111.00,Y,145.00,31.000,20.000,40.000
กุนเชียงหมูเจอกันเกรดa-500g-(สูญญากาศ),10526,กุนเชียงหมูเจอกันเกรดA(สูญญากาศ) 500g,ของแห้งและเครื่องปรุง,,N,,,,,,,111.57,JC10526,,,Y,,กุนเชียงหงส์หยก,112.02,Y,145.00,27.000,24.000,48.000
กุนเชียงหมูเจอกันเกรดb-1000g,10529,กุนเชียงหมูเจอกันเกรดB 1000g,ของแห้งและเครื่องปรุง,,N,,,,,,,103.93,Jc10529,,,Y,,กุนเชียงหงส์หยก,103.12,Y,135.00,13.000,24.000,48.000
ขนมขาไก่ปรุงรส,11041,ขนมขาไก่ปรุงรส,ขนมขบเคี้ยวและของหวาน,,N,,,,,,,18.00,CJ11041,,,Y,,,18.00,Y,35.00,12.000,17.000,35.000
ขนมจีนน้ำนัว-เจอกัน,10286,ขนมจีนน้ำนัว เจอกัน,ของแห้งและเครื่องปรุง,,N,,,,,,,19.00,JC10286,,,Y,,หจก.นัว อินเตอร์ฟู้ด,19.00,Y,35.00,152.000,250.000,500.000
ขนมจีนอบแห้ง--เจอกัน200กรัม,10232,ขนมจีนอบแห้ง  เจอกัน200กรัม,ของแห้งและเครื่องปรุง,,N,,,,,,,20.50,JC10232,,,Y,,หจก.นัว อินเตอร์ฟู้ด,20.50,Y,35.00,0.000,250.000,500.000
ขนมจีนอบแห้ง-สูตรเวียดนาม300g,10450,ขนมจีนอบแห้ง สูตรเวียดนาม300g mr.rice,ของแห้งและเครื่องปรุง,,N,,,,,,,30.12,8932514138301,,,Y,,บริษัท สูริรัชต์ฟู้ด จำกัด (Mr.Rice),30.12,Y,45.00,33.000,20.000,40.000
ขนมจีนอบแห้งเจอกัน-200กรัม-(ชุด-3-ห่อ),10382,ขนมจีนอบแห้งเจอกัน 200กรัม (ชุด 3 ห่อ),ของแห้งและเครื่องปรุง,,N,,,,,,,,JC10382,10232,3.000,N,N,,,Y,100.00,,,
ขนมปังอบเนยไส้แยมสับปะรด,11042,ขนมปังอบเนยไส้แยมสับปะรด,ขนมขบเคี้ยวและของหวาน,,N,,,,,,,27.00,CJ11042,,,Y,,,,Y,45.00,19.000,15.000,30.000
ขนมปังเนยกรอบ,10267,ขนมปังเนยกรอบ,ขนมขบเคี้ยวและของหวาน,,N,,,,,,,30.00,JC10267,,,Y,,เจ๊เนย นาจอก,30.00,Y,35.00,8.000,10.000,20.000
ขนมเปี๊ยะทุเรียน280g,10052,ขนมเปี๊ยะทุเรียน280g,ขนมขบเคี้ยวและของหวาน,,N,,,,,,,112.66,8936014310038,,,Y,,ร้าน ดวงทอง,112.66,Y,140.00,0.000,,24.000
ขนุนรวม100g,10292,ขนุนรวม100g Hoa Phat,ขนมขบเคี้ยวและของหวาน,,N,,,,,,,26.35,8938504046120,,,Y,,เสงี่ยม มุกดาหาร,26.35,Y,35.00,22.000,36.000,72.000
ขนุนล้วน-100g,10291,ขนุนล้วน 100g Hoa Phat,ขนมขบเคี้ยวและของหวาน,,N,,,,,,,38.71,8938504046113,,,Y,,เสงี่ยม มุกดาหาร,34.76,Y,45.00,54.000,,72.000
ขนุนอบแห้ง-80g,10000,ขนุนอบแห้ง 80g Mit Say,ขนมขบเคี้ยวและของหวาน,,N,,,,,,,27.92,8938506010358,,,Y,,เสงี่ยม มุกดาหาร,27.18,Y,35.00,46.000,24.000,48.000
ขนุนอบแห้ง230ghoa-phat,10033,ขนุนอบแห้ง230g HOA PHAT,ขนมขบเคี้ยวและของหวาน,,N,,,,,,,83.26,8938504046021,,,Y,,เสงี่ยม มุกดาหาร,81.32,Y,95.00,26.000,24.000,48.000
ของขวัญผ้าขาวม้า-sti,10806,ของขวัญผ้าขาวม้า STI (บ้านหนองจันทร์),ของที่ระลึก,,N,,,,,,,90.00,JC10806,,,Y,,ผ้าขาวม้าสติ,90.00,Y,120.00,5.000,5.000,10.000
ข้าวหอมข้าวใจ-40-ดีกรี-330-ml,10808,ข้าวหอมข้าวใจ 40 ดีกรี 330 ml,สุราชุมชน,,N,,,,,,,50.35,8854609010722,,,Y,,,50.35,Y,60.00,12.000,,
ข้าวหอมข้าวใจ-40-ดีกรี-625-ml,10810,ข้าวหอมข้าวใจ 40 ดีกรี 625 ml,สุราชุมชน,,N,,,,,,,90.25,8854609010708,,,Y,,,90.25,Y,100.00,12.000,,
ข้าวหอมตะวันแดง-mix-น้ำเขียวในตำนาน-490ml,11040,ข้าวหอมตะวันแดง Mix น้ำเขียวในตำนาน 490ml,เบียร์คราฟท์,,N,,,,,,,59.58,8859361300623,,,Y,,บริษัท ตะวันแดง ดีซีเอ็ม จำกัด,59.58,Y,70.00,58.000,30.000,60.000
ข้าวฮางงอกหอมมะลิ-105-(1kg),10678,ข้าวฮางงอกหอมมะลิ 105 (1kg),ผลิตภัณฑ์ท้องถิ่นนครพนม,,N,,,,,,,80.00,JC10678,,,Y,,วิสาหกิจชุมชนแปรรูปข้าวคุณเเม่,80.00,Y,100.00,0.000,0.000,12.000
ข้าวเกรียบกล้วยดิบ,10299,ข้าวเกรียบกล้วยดิบ,ขนมขบเคี้ยวและของหวาน,,N,,,,,,,62.00,JC10299,,,Y,,เสงี่ยม มุกดาหาร,62.00,Y,120.00,3.000,6.000,6.000
ข้าวเกรียบงาขาว-5แผ่น,10580,ข้าวเกรียบงาขาว 5แผ่น,ผลิตภัณฑ์ท้องถิ่นนครพนม,,N,,,,,,,40.00,JC10580,,,Y,,นครแบ๋งดา,40.00,Y,55.00,1.000,6.000,6.000
ข้าวเกรียบงาดำ-10แผ่น,10186,ข้าวเกรียบงาดำ 10แผ่น,ผลิตภัณฑ์ท้องถิ่นนครพนม,,N,,,,,,,70.00,JC10186,,,Y,,เจ๊เนย นาจอก,70.00,Y,85.00,1.000,2.000,5.000
ข้าวเกรียบงาดำ-20-แผ่น,10192,ข้าวเกรียบงาดำ 20 แผ่น,ผลิตภัณฑ์ท้องถิ่นนครพนม,,N,,,,,,,140.00,JC10192,,,Y,,นครแบ๋งดา,140.00,Y,165.00,0.000,2.000,5.000
ข้าวเกรียบไรซ์เบอรี่-10แผ่น,10987,ข้าวเกรียบไรซ์เบอรี่ 10แผ่น,ผลิตภัณฑ์ท้องถิ่นนครพนม,,N,,,,,,,80.00,JC10987,,,Y,,เจ๊เนย นาจอก,80.00,Y,99.00,5.000,5.000,10.000
ข้าวแต๋นธัญพืช,10322,ข้าวแต๋นธัญพืช พรเจริญ,ผลิตภัณฑ์ท้องถิ่นนครพนม,,N,,,,,,,32.00,JC10322,,,Y,,พรเจริญ นครพนม,32.00,Y,40.00,6.000,12.000,24.000
ข้าวแต๋นพอดีคำ,10323,ข้าวแต๋นพอดีคำ พรเจริญ,ผลิตภัณฑ์ท้องถิ่นนครพนม,,N,,,,,,,32.00,JC10323,,,Y,,พรเจริญ นครพนม,32.00,Y,35.00,24.000,12.000,24.000
ข้าวแต๋นหวานจุด,10326,ข้าวแต๋นหวานจุก พรเจริญ,ผลิตภัณฑ์ท้องถิ่นนครพนม,,N,,,,,,,31.99,JC10326,,,Y,,พรเจริญ นครพนม,31.99,Y,40.00,28.000,12.000,24.000
ข้าวแต๋นหวานแผ่น,10324,ข้าวแต๋นหวานแผ่น พรเจริญ,ผลิตภัณฑ์ท้องถิ่นนครพนม,,N,,,,,,,32.00,JC10324,,,Y,,พรเจริญ นครพนม,32.00,Y,35.00,6.000,12.000,24.000
ข้าวแต๋นแผ่นดิบ,10906,ข้าวแต๋นแผ่นดิบ,ของแห้งและเครื่องปรุง,,N,,,,,,,25.00,JC10906,,,Y,,,25.00,Y,35.00,5.000,5.000,
ข้าวใหม่ไร้สาร-(ข้าวเหนียว)-1-กก.,10602,ข้าวใหม่ไร้สาร (ข้าวเหนียว) 1 กก.,ผลิตภัณฑ์ท้องถิ่นนครพนม,,N,,,,,,,38.33,JC10602,,,Y,,ข้าวใหม่ไร้สาร,38.33,Y,45.00,2.000,6.000,6.000
ขี้ผึ้งน้ำมันเขียวสกัดเย็น,10397,ขี้ผึ้งน้ำมันเขียวสกัดเย็น,ผลิตภัณฑ์ท้องถิ่นนครพนม,,N,,,,,,,70.00,JC10397,,,Y,,สมุนไพรภูไท,70.00,Y,100.00,11.000,6.000,12.000
คราฟท์โซดามะม่วง-330-ml,10064,คราฟท์โซดามะม่วง 330 ml,โซดาคราฟท์,,N,,,,,,,35.00,JC10064,,,Y,,บริษัท วินเนอร์โฮม จำกัด,35.00,Y,50.00,12.000,12.000,24.000
คราฟท์โซดาลิ้นจี่-330-ml,10117,คราฟท์โซดาลิ้นจี่ 330 ml,โซดาคราฟท์,,N,,,,,,,35.00,JC10117,,,Y,,บริษัท วินเนอร์โฮม จำกัด,35.00,Y,50.00,20.000,12.000,24.000
คราฟท์โซดาสับปะรด-330-ml,10116,คราฟท์โซดาสับปะรด 330 ml,โซดาคราฟท์,,N,,,,,,,35.00,JC10116,,,Y,,บริษัท วินเนอร์โฮม จำกัด,35.00,Y,50.00,24.000,12.000,24.000
คราฟท์โซดาเสาวรส-330-ml,10121,คราฟท์โซดาเสาวรส 330 ml,โซดาคราฟท์,,N,,,,,,,35.00,JC10121,,,Y,,บริษัท วินเนอร์โฮม จำกัด,35.00,Y,50.00,11.000,12.000,24.000
คาพิสแลคโตะโซดา245ml,10027,คาพิสแลคโตะโซดา245ml,น้ำดื่ม เครื่องดื่ม และผงชงดื่ม,,N,,,,,,,12.58,8851123238007,,,Y,,บริษัท สยามแม็คโคร จำกัด (มหาชน),12.58,Y,15.00,15.000,12.000,
คาพิสแลคโตะโซดาพีชซากุระ245ml,10021,คาพิสแลคโตะโซดาพีชซากุระ245ml,น้ำดื่ม เครื่องดื่ม และผงชงดื่ม,,N,,,,,,,12.94,8859183522715,,,Y,,บริษัท สยามแม็คโคร จำกัด (มหาชน),12.94,Y,15.00,24.000,12.000,24.000
คาพิสแลคโตะโซดาองุ่นเคียวโฮ245ml,10043,คาพิสแลคโตะโซดาองุ่นเคียวโฮ245ml,น้ำดื่ม เครื่องดื่ม และผงชงดื่ม,,N,,,,,,,12.80,8859183522814,,,Y,,บริษัท สยามแม็คโคร จำกัด (มหาชน),12.80,Y,15.00,13.000,0.000,
เบียร์คาราบาว-dunkel-beer-490ml.,10674,คาราบาว Dunkel beer 490ml.,เบียร์คราฟท์,,N,,,,,,,45.07,8859753900127,,,Y,,บริษัท ตะวันแดง ดีซีเอ็ม จำกัด,45.07,Y,60.00,102.000,12.000,24.000
เบียร์คาราบาวขวด-620ml.-dunkel-beer,10724,คาราบาว Dunkel beer 620ml.,เบียร์คราฟท์,,N,,,,,,,53.85,8859753900066,,,Y,,บริษัท ตะวันแดง ดีซีเอ็ม จำกัด,53.85,Y,70.00,108.000,,
เบียร์คาราบาวป๋อง-490-มล.-lager-beer-(เขียว),10595,คาราบาว Lager beer 490 ml,เบียร์คราฟท์,,N,,,,,,,45.03,8859753900110,,,Y,,บริษัท ตะวันแดง ดีซีเอ็ม จำกัด,45.03,Y,54.00,110.000,6.000,12.000
เบียร์คาราบาวขวด-620-มล.-lager-beer-(เขียว),10330,คาราบาว Lager beer 620 ml,เบียร์คราฟท์,,N,,,,,,,53.67,8859753900059,,,Y,,บริษัท ตะวันแดง ดีซีเอ็ม จำกัด,53.67,Y,60.00,77.000,6.000,12.000
